rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
1096,train_quadrant_enumeration_520,train_189.png,train_quadrant_enumeration,30,0,-,2,"28, 42",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1097,train_quadrant_enumeration_503,train_539.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1098,train_quadrant_enumeration_112,train_199.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1099,train_quadrant_enumeration_403,train_2.png,train_quadrant_enumeration,30,0,-,2,"28, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1100,train_quadrant_enumeration_468,train_572.png,train_quadrant_enumeration,30,0,-,2,"16, 34",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1101,train_quadrant_enumeration_37,train_54.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1102,train_quadrant_enumeration_144,train_44.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1103,train_quadrant_enumeration_15,train_559.png,train_quadrant_enumeration,30,0,-,2,"28, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1104,train_quadrant_enumeration_361,train_442.png,train_quadrant_enumeration,30,0,-,2,"14, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1105,train_quadrant_enumeration_453,train_147.png,train_quadrant_enumeration,30,0,-,2,"24, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1106,train_quadrant_enumeration_351,train_401.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1107,train_quadrant_enumeration_452,train_310.png,train_quadrant_enumeration,30,0,-,2,"24, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1108,train_quadrant_enumeration_349,train_94.png,train_quadrant_enumeration,30,0,-,2,"46, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1109,train_quadrant_enumeration_45,train_3.png,train_quadrant_enumeration,30,0,-,2,"18, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1110,train_quadrant_enumeration_486,train_433.png,train_quadrant_enumeration,30,0,-,2,"18, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1111,train_quadrant_enumeration_489,train_270.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1112,train_quadrant_enumeration_380,train_597.png,train_quadrant_enumeration,30,0,-,2,"14, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1113,train_quadrant_enumeration_121,train_250.png,train_quadrant_enumeration,30,0,-,2,"23, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1114,train_quadrant_enumeration_340,train_632.png,train_quadrant_enumeration,30,0,-,2,"28, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1115,train_quadrant_enumeration_498,train_192.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1116,train_quadrant_enumeration_50,train_592.png,train_quadrant_enumeration,30,0,-,2,"24, 25",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1117,train_quadrant_enumeration_392,train_387.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1118,train_quadrant_enumeration_114,train_319.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1119,train_quadrant_enumeration_46,train_0.png,train_quadrant_enumeration,30,0,-,2,"28, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1120,train_quadrant_enumeration_506,train_268.png,train_quadrant_enumeration,30,0,-,2,"15, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1121,train_quadrant_enumeration_407,train_146.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1122,train_quadrant_enumeration_30,train_440.png,train_quadrant_enumeration,30,0,-,2,"35, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1123,train_quadrant_enumeration_92,train_355.png,train_quadrant_enumeration,30,0,-,2,"18, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1124,train_quadrant_enumeration_578,train_197.png,train_quadrant_enumeration,30,0,-,2,"15, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1125,train_quadrant_enumeration_560,train_318.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1126,train_quadrant_enumeration_563,train_567.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1127,train_quadrant_enumeration_564,train_399.png,train_quadrant_enumeration,30,0,-,2,"28, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1128,train_quadrant_enumeration_20,train_251.png,train_quadrant_enumeration,30,0,-,2,"28, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1129,train_quadrant_enumeration_71,train_545.png,train_quadrant_enumeration,30,0,-,2,"16, 26",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1130,train_quadrant_enumeration_7,train_509.png,train_quadrant_enumeration,30,0,-,2,"22, 23",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1131,train_quadrant_enumeration_570,train_139.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1132,train_quadrant_enumeration_184,train_524.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1133,train_quadrant_enumeration_25,train_229.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1134,train_quadrant_enumeration_632,train_344.png,train_quadrant_enumeration,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1135,train_quadrant_enumeration_186,train_596.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1136,train_quadrant_enumeration_255,train_308.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1137,train_quadrant_enumeration_73,train_480.png,train_quadrant_enumeration,30,0,-,2,"33, 43",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1138,train_quadrant_enumeration_627,train_238.png,train_quadrant_enumeration,30,0,-,2,"12, 13",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1139,train_quadrant_enumeration_624,train_33.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1140,train_quadrant_enumeration_622,train_194.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1141,train_quadrant_enumeration_610,train_465.png,train_quadrant_enumeration,30,0,-,2,"16, 26",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1142,train_quadrant_enumeration_583,train_616.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1143,train_quadrant_enumeration_258,train_37.png,train_quadrant_enumeration,30,0,-,2,"36, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1144,train_quadrant_enumeration_189,train_277.png,train_quadrant_enumeration,30,0,-,2,"18, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1145,train_quadrant_enumeration_601,train_298.png,train_quadrant_enumeration,30,0,-,2,"18, 31",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1146,train_quadrant_enumeration_263,train_252.png,train_quadrant_enumeration,30,0,-,2,"28, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1147,train_quadrant_enumeration_590,train_13.png,train_quadrant_enumeration,30,0,-,2,"14, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1148,train_quadrant_enumeration_266,train_93.png,train_quadrant_enumeration,30,0,-,2,"18, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1149,train_quadrant_enumeration_559,train_114.png,train_quadrant_enumeration,30,0,-,2,"36, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1150,train_quadrant_enumeration_66,train_606.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1151,train_quadrant_enumeration_558,train_60.png,train_quadrant_enumeration,30,0,-,2,"26, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1152,train_quadrant_enumeration_79,train_424.png,train_quadrant_enumeration,30,0,-,2,"27, 37",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1153,train_quadrant_enumeration_235,train_322.png,train_quadrant_enumeration,30,0,-,2,"18, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1154,train_quadrant_enumeration_539,train_633.png,train_quadrant_enumeration,30,0,-,2,"28, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1155,train_quadrant_enumeration_170,train_16.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1156,train_quadrant_enumeration_171,train_103.png,train_quadrant_enumeration,30,0,-,2,"24, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1157,train_quadrant_enumeration_224,train_460.png,train_quadrant_enumeration,30,0,-,2,"18, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1158,train_quadrant_enumeration_87,train_534.png,train_quadrant_enumeration,30,0,-,2,"18, 28",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1159,train_quadrant_enumeration_546,train_186.png,train_quadrant_enumeration,30,0,-,2,"16, 26",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1160,train_quadrant_enumeration_86,train_328.png,train_quadrant_enumeration,30,0,-,2,"16, 46",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1161,train_quadrant_enumeration_174,train_362.png,train_quadrant_enumeration,30,0,-,2,"18, 36",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1162,train_quadrant_enumeration_95,train_385.png,train_quadrant_enumeration,30,0,-,2,"28, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1163,train_quadrant_enumeration_193,train_450.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1164,train_quadrant_enumeration_176,train_570.png,train_quadrant_enumeration,30,0,-,2,"38, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1165,train_quadrant_enumeration_556,train_284.png,train_quadrant_enumeration,30,0,-,2,"18, 48",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1166,train_quadrant_enumeration_242,train_514.png,train_quadrant_enumeration,30,0,-,2,"18, 38",0,0,False,-,0.1,missing_codes,missing_codes(+0.10)
1167,train_quadrant_enumeration_400,train_377.png,train_quadrant_enumeration,31,0,-,1,46,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1168,train_quadrant_enumeration_432,train_144.png,train_quadrant_enumeration,31,0,-,1,36,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1169,train_quadrant_enumeration_389,train_406.png,train_quadrant_enumeration,31,0,-,1,16,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1170,train_quadrant_enumeration_273,train_145.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1171,train_quadrant_enumeration_332,train_470.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1172,train_quadrant_enumeration_331,train_624.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1173,train_quadrant_enumeration_194,train_578.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1174,train_quadrant_enumeration_346,train_369.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1175,train_quadrant_enumeration_603,train_429.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1176,train_quadrant_enumeration_209,train_261.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1177,train_quadrant_enumeration_402,train_142.png,train_quadrant_enumeration,31,0,-,1,41,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1178,train_quadrant_enumeration_330,train_631.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1179,train_quadrant_enumeration_600,train_34.png,train_quadrant_enumeration,31,0,-,1,36,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1180,train_quadrant_enumeration_269,train_585.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1181,train_quadrant_enumeration_268,train_304.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1182,train_quadrant_enumeration_267,train_610.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1183,train_quadrant_enumeration_91,train_393.png,train_quadrant_enumeration,31,0,-,1,14,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1184,train_quadrant_enumeration_440,train_411.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1185,train_quadrant_enumeration_94,train_58.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1186,train_quadrant_enumeration_333,train_314.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1187,train_quadrant_enumeration_615,train_556.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1188,train_quadrant_enumeration_357,train_116.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1189,train_quadrant_enumeration_276,train_280.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1190,train_quadrant_enumeration_443,train_398.png,train_quadrant_enumeration,31,0,-,1,15,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1191,train_quadrant_enumeration_120,train_204.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1192,train_quadrant_enumeration_633,train_599.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1193,train_quadrant_enumeration_293,train_281.png,train_quadrant_enumeration,31,0,-,1,46,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1194,train_quadrant_enumeration_69,train_137.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1195,train_quadrant_enumeration_378,train_396.png,train_quadrant_enumeration,31,0,-,1,46,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1196,train_quadrant_enumeration_281,train_468.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1197,train_quadrant_enumeration_96,train_86.png,train_quadrant_enumeration,31,0,-,1,25,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1198,train_quadrant_enumeration_396,train_100.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1199,train_quadrant_enumeration_631,train_338.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1200,train_quadrant_enumeration_535,train_307.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1201,train_quadrant_enumeration_630,train_613.png,train_quadrant_enumeration,31,0,-,1,26,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1202,train_quadrant_enumeration_395,train_1.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1203,train_quadrant_enumeration_198,train_618.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1204,train_quadrant_enumeration_384,train_403.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1205,train_quadrant_enumeration_284,train_158.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1206,train_quadrant_enumeration_203,train_218.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1207,train_quadrant_enumeration_200,train_446.png,train_quadrant_enumeration,31,0,-,1,46,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1208,train_quadrant_enumeration_28,train_254.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1209,train_quadrant_enumeration_118,train_573.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1210,train_quadrant_enumeration_532,train_63.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1211,train_quadrant_enumeration_593,train_82.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1212,train_quadrant_enumeration_473,train_554.png,train_quadrant_enumeration,31,0,-,1,46,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1213,train_quadrant_enumeration_250,train_542.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1214,train_quadrant_enumeration_185,train_325.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1215,train_quadrant_enumeration_48,train_19.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1216,train_quadrant_enumeration_485,train_533.png,train_quadrant_enumeration,31,0,-,1,36,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1217,train_quadrant_enumeration_448,train_543.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1218,train_quadrant_enumeration_311,train_340.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1219,train_quadrant_enumeration_494,train_339.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1220,train_quadrant_enumeration_181,train_177.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1221,train_quadrant_enumeration_497,train_72.png,train_quadrant_enumeration,31,0,-,1,41,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1222,train_quadrant_enumeration_310,train_260.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1223,train_quadrant_enumeration_158,train_529.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1224,train_quadrant_enumeration_499,train_207.png,train_quadrant_enumeration,31,0,-,1,18,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1225,train_quadrant_enumeration_502,train_359.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1226,train_quadrant_enumeration_508,train_302.png,train_quadrant_enumeration,31,0,-,1,28,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1227,train_quadrant_enumeration_553,train_140.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1228,train_quadrant_enumeration_51,train_541.png,train_quadrant_enumeration,31,0,-,1,36,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1229,train_quadrant_enumeration_306,train_219.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1230,train_quadrant_enumeration_515,train_201.png,train_quadrant_enumeration,31,0,-,1,44,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1231,train_quadrant_enumeration_160,train_467.png,train_quadrant_enumeration,31,0,-,1,16,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1232,train_quadrant_enumeration_304,train_51.png,train_quadrant_enumeration,31,0,-,1,48,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
1233,train_quadrant_enumeration_52,train_113.png,train_quadrant_enumeration,31,0,-,1,38,0,0,False,-,0.05,missing_codes,missing_codes(+0.05)
